id,pollingfirm,date,n,source,letter,percentage
913,Norstat,2016-01-17,1000,http://www.altinget.dk/artikel/maaling-partierne-staar-bomstille-trods-flygtningekrise,I,7.3
913,Norstat,2016-01-17,1000,http://www.altinget.dk/artikel/maaling-partierne-staar-bomstille-trods-flygtningekrise,K,0.6
913,Norstat,2016-01-17,1000,http://www.altinget.dk/artikel/maaling-partierne-staar-bomstille-trods-flygtningekrise,O,19.5
913,Norstat,2016-01-17,1000,http://www.altinget.dk/artikel/maaling-partierne-staar-bomstille-trods-flygtningekrise,V,19.7
913,Norstat,2016-01-17,1000,http://www.altinget.dk/artikel/maaling-partierne-staar-bomstille-trods-flygtningekrise,Ø,8.9
913,Norstat,2016-01-17,1000,http://www.altinget.dk/artikel/maaling-partierne-staar-bomstille-trods-flygtningekrise,Å,5.7
914,Epinion,2016-01-19,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling,A,25.4
914,Epinion,2016-01-19,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling,B,5.7
914,Epinion,2016-01-19,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling,C,3.9
914,Epinion,2016-01-19,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling,F,4.5
914,Epinion,2016-01-19,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling,I,7.3
914,Epinion,2016-01-19,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling,O,19.6
914,Epinion,2016-01-19,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling,V,19.1
914,Epinion,2016-01-19,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling,Ø,8.8
914,Epinion,2016-01-19,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling,Å,5.8
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,A,23.9
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,B,5.4
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,C,3.8
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,F,4.2
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,I,8.8
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,K,1.2
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,O,20.1
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,V,17.2
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,Ø,8.7
915,YouGov,2016-01-24,1024,http://www.mx.dk/nyheder/danmark/story/17762091,Å,6.8
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,A,25
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,B,5.9
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,C,3.1
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,F,3.9
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,I,7.4
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,K,0.7
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,O,21.1
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,V,18
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,Ø,8.2
916,Voxmeter,2016-01-24,1027,http://voxmeter.dk/index.php/meningsmalinger/,Å,6.4
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,A,24.5
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,B,6
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,C,2.8
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,F,5
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,I,7.3
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,K,0.5
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,O,19.7
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,V,19.1
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,Ø,8
917,Greens,2016-01-27,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html,Å,6.4
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,A,19.3
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,B,8.5
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,C,3
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,F,4.8
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,I,7.3
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,K,0.8
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,O,20.2
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,V,17.2
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,Ø,9.2
918,Megafon,2016-01-28,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0,Å,9.3
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,A,25.5
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,B,5.6
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,C,2.7
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,F,4.5
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,I,8
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,K,0.7
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,O,21.4
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,V,16.4
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,Ø,8.3
919,Voxmeter,2016-01-31,1036,http://voxmeter.dk/index.php/meningsmalinger/,Å,6.6
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,A,24.1
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,B,6
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,C,3
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,F,5.2
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,I,7.1
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,K,0.7
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,O,20.9
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,V,17.5
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,Ø,9
920,Voxmeter,2016-02-07,1040,http://voxmeter.dk/index.php/meningsmalinger/,Å,6.4
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,A,21.1
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,B,5.4
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,C,4.6
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,F,5
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,I,8.4
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,K,0.8
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,O,20.5
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,V,18.4
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,Ø,8.7
921,YouGov,2016-02-08,1615,http://www.mx.dk/nyheder/danmark/story/17762091,Å,7.2
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,A,21.9
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,B,6.3
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,C,3.6
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,F,4.3
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,I,7.7
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,K,0.8
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,O,19.9
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,V,17.9
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,Ø,9.4
922,Megafon,2016-02-11,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro,Å,7.7
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,A,22.6
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,B,6.1
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,C,3.1
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,F,4
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,I,9.4
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,K,0.7
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,O,20
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,V,17.7
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,Ø,8.5
923,Gallup,2016-02-12,1576,http://www.politiko.dk/barometeret,Å,7.7
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,A,23.8
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,B,6.1
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,C,3.2
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,F,4.7
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,I,8.1
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,K,0.7
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,O,20.7
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,V,16.7
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,Ø,9
924,Voxmeter,2016-02-14,1046,http://voxmeter.dk/index.php/meningsmalinger/,Å,6.8
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,A,25
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,B,6.2
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,C,2.9
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,F,4.6
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,I,8.9
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,K,0.8
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,O,19.8
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,V,16.8
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,Ø,8.7
925,Voxmeter,2016-02-21,1029,http://voxmeter.dk/index.php/meningsmalinger/,Å,6.3
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,A,24.3
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,B,4.6
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,C,2.7
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,F,6
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,I,6.9
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,K,0.8
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,O,21.9
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,V,17
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,Ø,9.3
926,Norstat,2016-02-21,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage,Å,6.1
927,Epinion,2016-02-23,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre,A,24.3
927,Epinion,2016-02-23,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre,B,6.9
927,Epinion,2016-02-23,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre,C,3.6
927,Epinion,2016-02-23,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre,F,4.9
927,Epinion,2016-02-23,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre,I,7.9
927,Epinion,2016-02-23,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre,O,21.3
927,Epinion,2016-02-23,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre,V,17.1
927,Epinion,2016-02-23,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre,Ø,8.2
927,Epinion,2016-02-23,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre,Å,5.8
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,A,23.4
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,B,7
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,C,4.3
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,F,4.4
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,I,8.1
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,K,0.4
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,O,20.5
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,V,16.2
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,Ø,8.8
928,Megafon,2016-02-25,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu,Å,6.5
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,A,23.8
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,B,7.2
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,C,5.1
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,F,4.4
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,I,6.9
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,K,0.9
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,O,19.3
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,V,17.1
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,Ø,8.6
929,Gallup,2016-02-26,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke,Å,6.7
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,A,24.5
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,B,5.7
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,C,3.3
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,F,4.1
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,I,8.7
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,K,0.8
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,O,20.3
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,V,17.2
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,Ø,9.2
930,Voxmeter,2016-02-28,1029,http://voxmeter.dk/index.php/meningsmalinger/,Å,5.9
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,A,23.6
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,B,6.1
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,C,4.3
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,F,4.8
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,I,7.3
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,K,0.7
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,O,18.8
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,V,18.1
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,Ø,9.1
931,Greens,2016-03-01,1211,http://www.politiko.dk/barometeret,Å,6.6
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,A,25
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,B,5.1
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,C,3.3
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,F,3.9
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,I,8
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,K,0.7
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,O,20.1
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,V,17.7
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,Ø,9.9
932,Voxmeter,2016-03-06,1031,http://voxmeter.dk/index.php/meningsmalinger/,Å,6.2
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,A,23.7
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,B,5.3
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,C,3.6
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,F,5.2
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,I,8.7
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,K,1
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,O,19.8
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,V,18
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,Ø,8.8
933,YouGov,2016-03-06,1011,http://www.mx.dk/nyheder/danmark/story/19009206,Å,5.8
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,A,25.2
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,B,4.9
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,C,3.1
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,F,3.4
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,I,7.4
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,K,0.5
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,O,20.9
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,V,18.8
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,Ø,9.8
934,Gallup,2016-03-10,1520,http://www.politiko.dk/barometeret,Å,5.8
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,A,25.3
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,B,4.9
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,C,3
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,F,4.5
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,I,7.3
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,K,0.7
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,O,19.8
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,V,18.4
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,Ø,8.9
935,Voxmeter,2016-03-12,1023,http://voxmeter.dk/index.php/meningsmalinger/,Å,6.9
936,Norstat,2016-03-14,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise,A,25.1
936,Norstat,2016-03-14,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise,B,5.3
936,Norstat,2016-03-14,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise,C,2.4
936,Norstat,2016-03-14,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise,F,3.7
936,Norstat,2016-03-14,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise,I,7.1
936,Norstat,2016-03-14,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise,O,21.3
936,Norstat,2016-03-14,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise,V,18.2
936,Norstat,2016-03-14,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise,Ø,9.2
936,Norstat,2016-03-14,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise,Å,6.4
937,Epinion,2016-03-17,1607,http://www.dr.dk/nyheder/politik/meningsmaalinger/ingen-fremgang-til-konservative-efter-uro-om-landbrugspakke,A,26.4
937,Epinion,2016-03-17,1607,http://www.dr.dk/nyheder/politik/meningsmaalinger/ingen-fremgang-til-konservative-efter-uro-om-landbrugspakke,B,5.6
937,Epinion,2016-03-17,1607,http://www.dr.dk/nyheder/politik/meningsmaalinger/ingen-fremgang-til-konservative-efter-uro-om-landbrugspakke,C,2.8
937,Epinion,2016-03-17,1607,http://www.dr.dk/nyheder/politik/meningsmaalinger/ingen-fremgang-til-konservative-efter-uro-om-landbrugspakke,F,4.2
937,Epinion,2016-03-17,1607,http://www.dr.dk/nyheder/politik/meningsmaalinger/ingen-fremgang-til-konservative-efter-uro-om-landbrugspakke,I,7.6
